Operation_Type,Operation,Input_Shapes,Predicted_result,Kernel_Name,Actual_Duration_us,Error_Percentage
matmul,linear,"[(1408, 512), (512, 1024)]",57280,matmul_linear_891,23.3440087,245273.4520755212
matmul,linear,"[(1536, 512), (512, 1024)]",61376,matmul_linear_892,24.6519554,248870.10806696498
matmul,linear,"[(1664, 512), (512, 1024)]",65472,matmul_linear_893,26.0534465,251198.8060907796
matmul,linear,"[(1792, 512), (512, 1024)]",69568,matmul_linear_894,27.224312599999998,255436.29589163625
matmul,linear,"[(1920, 512), (512, 1024)]",73664,matmul_linear_895,28.4280178,259024.64427963036
matmul,linear,"[(2048, 512), (512, 1024)]",77760,matmul_linear_896,29.6518571,262143.27109683794
matmul,linear,"[(128, 512), (512, 1152)]",6136,matmul_linear_897,4.8153033999999995,127327.06928913349
matmul,linear,"[(256, 512), (512, 1152)]",12272,matmul_linear_898,7.623866100000001,160868.19958577183
matmul,linear,"[(384, 512), (512, 1152)]",18408,matmul_linear_899,9.0382947,203566.73815139045
matmul,linear,"[(512, 512), (512, 1152)]",24544,matmul_linear_900,14.077839599999999,174244.9328688189
matmul,linear,"[(640, 512), (512, 1152)]",30680,matmul_linear_901,15.273812099999997,200766.68474859663
matmul,linear,"[(768, 512), (512, 1152)]",36816,matmul_linear_902,16.5885981,221835.5715176438
matmul,linear,"[(896, 512), (512, 1152)]",42952,matmul_linear_903,17.7582679,241770.43602377462
matmul,linear,"[(1024, 512), (512, 1152)]",49088,matmul_linear_904,19.1159999,256690.12480011574
matmul,linear,"[(1152, 512), (512, 1152)]",55224,matmul_linear_905,24.501276899999997,225292.33455216372
matmul,linear,"[(1280, 512), (512, 1152)]",59832,matmul_linear_906,25.9525802,230443.5511186668
matmul,linear,"[(1408, 512), (512, 1152)]",64440,matmul_linear_907,27.3634645,235396.49570141238
matmul,linear,"[(1536, 512), (512, 1152)]",69048,matmul_linear_908,28.8619821,239135.1286227151
matmul,linear,"[(1664, 512), (512, 1152)]",73656,matmul_linear_909,35.016562500000006,210246.17547053625
matmul,linear,"[(1792, 512), (512, 1152)]",78264,matmul_linear_910,36.103419800000005,216677.24834255173
matmul,linear,"[(1920, 512), (512, 1152)]",82872,matmul_linear_911,37.012143,223804.89521236313
matmul,linear,"[(2048, 512), (512, 1152)]",87480,matmul_linear_912,38.14140189999999,229257.06513713652
matmul,linear,"[(128, 512), (512, 1280)]",6648,matmul_linear_913,4.790571299999999,138672.59273857382
matmul,linear,"[(256, 512), (512, 1280)]",13296,matmul_linear_914,8.3872768,158425.82807330263
matmul,linear,"[(384, 512), (512, 1280)]",19944,matmul_linear_915,9.9145624,201058.65123810203
matmul,linear,"[(512, 512), (512, 1280)]",26592,matmul_linear_916,15.3765717,172838.41903653985
matmul,linear,"[(640, 512), (512, 1280)]",33240,matmul_linear_917,16.757125000000002,198263.38274017768
matmul,linear,"[(768, 512), (512, 1280)]",39888,matmul_linear_918,18.0824286,220489.838247723
matmul,linear,"[(896, 512), (512, 1280)]",46536,matmul_linear_919,19.4610177,239024.18516530102
matmul,linear,"[(1024, 512), (512, 1280)]",53184,matmul_linear_920,20.8423125,255073.2203420326
matmul,linear,"[(1152, 512), (512, 1280)]",59832,matmul_linear_921,22.292669699999998,268293.1570564651
matmul,linear,"[(1280, 512), (512, 1280)]",66480,matmul_linear_922,26.167571399999996,253954.91011672566
matmul,linear,"[(1408, 512), (512, 1280)]",71600,matmul_linear_923,27.696723199999997,258414.33573196127
matmul,linear,"[(1536, 512), (512, 1280)]",76720,matmul_linear_924,29.0916964,263617.8628056905
matmul,linear,"[(1664, 512), (512, 1280)]",81840,matmul_linear_925,30.5362858,267909.018961959
matmul,linear,"[(1792, 512), (512, 1280)]",86960,matmul_linear_926,31.955973400000005,272024.3972496234
matmul,linear,"[(1920, 512), (512, 1280)]",92080,matmul_linear_927,35.5872232,258644.54852099845
matmul,linear,"[(2048, 512), (512, 1280)]",97200,matmul_linear_928,34.852,278793.6072535292
matmul,linear,"[(128, 512), (512, 1408)]",7160,matmul_linear_929,6.443696300000001,111016.34792595671
matmul,linear,"[(256, 512), (512, 1408)]",14320,matmul_linear_930,8.8738395,161273.21392842408
matmul,linear,"[(384, 512), (512, 1408)]",21480,matmul_linear_931,11.2998571,189990.89946810037
matmul,linear,"[(512, 512), (512, 1408)]",28640,matmul_linear_932,16.8308482,170063.73542006043
matmul,linear,"[(640, 512), (512, 1408)]",35800,matmul_linear_933,18.210982100000003,196484.67513402255
matmul,linear,"[(768, 512), (512, 1408)]",42960,matmul_linear_934,19.6765626,218230.8175992081
matmul,linear,"[(896, 512), (512, 1408)]",50120,matmul_linear_935,21.1168483,237246.02478533692
matmul,linear,"[(1024, 512), (512, 1408)]",57280,matmul_linear_936,22.5414017,254010.19581803557
matmul,linear,"[(1152, 512), (512, 1408)]",64440,matmul_linear_937,28.579848300000002,225373.55508531508
matmul,linear,"[(1280, 512), (512, 1408)]",71600,matmul_linear_938,30.1453124,237416.19837252042
matmul,linear,"[(1408, 512), (512, 1408)]",78760,matmul_linear_939,31.752294800000005,247945.06413186865
matmul,linear,"[(1536, 512), (512, 1408)]",84392,matmul_linear_940,33.44401789999999,252238.10199581322
matmul,linear,"[(1664, 512), (512, 1408)]",90024,matmul_linear_941,35.223428600000005,255479.88980096043
matmul,linear,"[(1792, 512), (512, 1408)]",95656,matmul_linear_942,36.9547142,258746.5425068827
matmul,linear,"[(1920, 512), (512, 1408)]",101288,matmul_linear_943,40.9927141,246987.8111483719
matmul,linear,"[(2048, 512), (512, 1408)]",106920,matmul_linear_944,45.4920001,234930.3344873157
matmul,linear,"[(128, 512), (512, 1536)]",7672,matmul_linear_945,6.3885537999999995,119989.77681302458
matmul,linear,"[(256, 512), (512, 1536)]",15344,matmul_linear_946,8.7860178,174541.12125973613
matmul,linear,"[(384, 512), (512, 1536)]",23016,matmul_linear_947,11.391866,201938.89336479202
matmul,linear,"[(512, 512), (512, 1536)]",30688,matmul_linear_948,15.646303499999998,196035.7837651558
matmul,linear,"[(640, 512), (512, 1536)]",38360,matmul_linear_949,18.5101249,207137.9317116331
matmul,linear,"[(768, 512), (512, 1536)]",46032,matmul_linear_950,21.3590087,215415.6198798683
matmul,linear,"[(896, 512), (512, 1536)]",53704,matmul_linear_951,24.2171875,221659.85547454676
matmul,linear,"[(1024, 512), (512, 1536)]",61376,matmul_linear_952,27.1664377,225825.83053316557
matmul,linear,"[(1152, 512), (512, 1536)]",69048,matmul_linear_953,29.951267800000004,230434.48174904965
matmul,linear,"[(1280, 512), (512, 1536)]",76720,matmul_linear_954,32.910893,233014.30656105262
matmul,linear,"[(1408, 512), (512, 1536)]",84392,matmul_linear_955,35.772116000000004,235815.59414601023
matmul,linear,"[(1536, 512), (512, 1536)]",92064,matmul_linear_956,33.706839200000005,273031.5133220797
matmul,linear,"[(1664, 512), (512, 1536)]",98208,matmul_linear_957,35.5795716,275923.5595416781
matmul,linear,"[(1792, 512), (512, 1536)]",104352,matmul_linear_958,37.2425713,280095.4761915164
matmul,linear,"[(1920, 512), (512, 1536)]",110496,matmul_linear_959,41.2378573,267847.96634596237
matmul,linear,"[(2048, 512), (512, 1536)]",116640,matmul_linear_960,40.662687500000004,286747.73971223616
matmul,linear,"[(128, 512), (512, 1664)]",8184,matmul_linear_961,6.171410799999999,132511.49298309555
matmul,linear,"[(256, 512), (512, 1664)]",16368,matmul_linear_962,10.5557499,154962.40821412412
matmul,linear,"[(384, 512), (512, 1664)]",24552,matmul_linear_963,17.8264197,137628.16086002957
matmul,linear,"[(512, 512), (512, 1664)]",32736,matmul_linear_964,19.579875,167092.07860111466
matmul,linear,"[(640, 512), (512, 1664)]",40920,matmul_linear_965,21.1734195,193161.17824284357
matmul,linear,"[(768, 512), (512, 1664)]",49104,matmul_linear_966,22.796410700000003,215302.33085904174
matmul,linear,"[(896, 512), (512, 1664)]",57288,matmul_linear_967,24.5734375,233029.776816939
matmul,linear,"[(1024, 512), (512, 1664)]",65472,matmul_linear_968,26.2456877,249358.1233624905
matmul,linear,"[(1152, 512), (512, 1664)]",73656,matmul_linear_969,33.2388839,221495.8881820337
matmul,linear,"[(1280, 512), (512, 1664)]",81840,matmul_linear_970,35.019696200000006,233597.0587426169
matmul,linear,"[(1408, 512), (512, 1664)]",90024,matmul_linear_971,42.1252856,213605.37604141491
matmul,linear,"[(1536, 512), (512, 1664)]",98208,matmul_linear_972,38.0724464,257850.32703756072
matmul,linear,"[(1664, 512), (512, 1664)]",106392,matmul_linear_973,39.807178500000006,267168.3772350255
matmul,linear,"[(1792, 512), (512, 1664)]",113048,matmul_linear_974,44.6077054,253327.0682302345
matmul,linear,"[(1920, 512), (512, 1664)]",119704,matmul_linear_975,46.4882412,257393.07117258717
matmul,linear,"[(2048, 512), (512, 1664)]",126360,matmul_linear_976,51.3542679,245955.498729055
matmul,linear,"[(128, 512), (512, 1792)]",8696,matmul_linear_977,6.244276599999999,139163.52974177987
matmul,linear,"[(256, 512), (512, 1792)]",17392,matmul_linear_978,10.533580099999998,165010.05598182144
matmul,linear,"[(384, 512), (512, 1792)]",26088,matmul_linear_979,19.038964399999998,136924.25957579922
matmul,linear,"[(512, 512), (512, 1792)]",34784,matmul_linear_980,20.825169699999996,166928.65091178587
matmul,linear,"[(640, 512), (512, 1792)]",43480,matmul_linear_981,22.5998214,192290.9009298631
matmul,linear,"[(768, 512), (512, 1792)]",52176,matmul_linear_982,24.3884107,213837.6798341353
matmul,linear,"[(896, 512), (512, 1792)]",60872,matmul_linear_983,26.191312599999996,232312.9413811815
matmul,linear,"[(1024, 512), (512, 1792)]",69568,matmul_linear_984,27.982124799999998,248515.85922167002
matmul,linear,"[(1152, 512), (512, 1792)]",78264,matmul_linear_985,35.503026899999995,220343.1757901747
matmul,linear,"[(1280, 512), (512, 1792)]",86960,matmul_linear_986,37.3977234,232427.52331977512
matmul,linear,"[(1408, 512), (512, 1792)]",95656,matmul_linear_987,45.0271521,212340.70641545195
matmul,linear,"[(1536, 512), (512, 1792)]",104352,matmul_linear_988,40.65257150000001,256592.24885318748
matmul,linear,"[(1664, 512), (512, 1792)]",113048,matmul_linear_989,48.287116,234016.28062442163
matmul,linear,"[(1792, 512), (512, 1792)]",121744,matmul_linear_990,45.0102771,270380.4498970747
matmul,linear,"[(1920, 512), (512, 1792)]",128912,matmul_linear_991,46.7304464,275762.97570656205
matmul,linear,"[(2048, 512), (512, 1792)]",136080,matmul_linear_992,51.72441980000001,262986.56631852634
matmul,linear,"[(128, 512), (512, 1920)]",9208,matmul_linear_993,7.7500178,118712.63034002323
matmul,linear,"[(256, 512), (512, 1920)]",18416,matmul_linear_994,10.590259,173795.6525992424
matmul,linear,"[(384, 512), (512, 1920)]",27624,matmul_linear_995,13.4295893,205595.04683214697
matmul,linear,"[(512, 512), (512, 1920)]",36832,matmul_linear_996,19.716732099999998,186705.8043959526
matmul,linear,"[(640, 512), (512, 1920)]",46040,matmul_linear_997,23.4040267,196618.28523422425
matmul,linear,"[(768, 512), (512, 1920)]",55248,matmul_linear_998,26.9844377,204640.2306997118
matmul,linear,"[(896, 512), (512, 1920)]",64456,matmul_linear_999,27.803267800000004,231728.86437543138
matmul,linear,"[(1024, 512), (512, 1920)]",73664,matmul_linear_1000,29.828249700000004,246860.5181024081
matmul,linear,"[(1152, 512), (512, 1920)]",82872,matmul_linear_1001,37.7547141,219401.0662257935
matmul,linear,"[(1280, 512), (512, 1920)]",92080,matmul_linear_1002,46.2585627,198955.0389495781
matmul,linear,"[(1408, 512), (512, 1920)]",101288,matmul_linear_1003,47.8735892,211473.85876553413
matmul,linear,"[(1536, 512), (512, 1920)]",110496,matmul_linear_1004,43.2105446,255615.3607362773
matmul,linear,"[(1664, 512), (512, 1920)]",119704,matmul_linear_1005,51.3677322,232933.45285700585
matmul,linear,"[(1792, 512), (512, 1920)]",128912,matmul_linear_1006,53.1565447,242413.88183250368
matmul,linear,"[(1920, 512), (512, 1920)]",138120,matmul_linear_1007,55.5485805,248547.2179068554
matmul,linear,"[(2048, 512), (512, 1920)]",145800,matmul_linear_1008,57.69229469999999,252620.05691255684
matmul,linear,"[(128, 512), (512, 2048)]",9720,matmul_linear_1009,7.810428499999999,124348.99790069136
matmul,linear,"[(256, 512), (512, 2048)]",19440,matmul_linear_1010,10.6494197,182445.15783615893
matmul,linear,"[(384, 512), (512, 2048)]",29160,matmul_linear_1011,13.5885534,214492.37890620498
matmul,linear,"[(512, 512), (512, 2048)]",38880,matmul_linear_1012,20.0018392,194282.12461981998
matmul,linear,"[(640, 512), (512, 2048)]",48600,matmul_linear_1013,23.6866875,205078.54174417595
matmul,linear,"[(768, 512), (512, 2048)]",58320,matmul_linear_1014,27.479687299999995,212129.489234399
matmul,linear,"[(896, 512), (512, 2048)]",68040,matmul_linear_1015,31.116999800000002,218558.61245401943
matmul,linear,"[(1024, 512), (512, 2048)]",77760,matmul_linear_1016,34.904026900000005,222682.31741793666
matmul,linear,"[(1152, 512), (512, 2048)]",87480,matmul_linear_1017,38.535151899999995,226913.50763327346
matmul,linear,"[(1280, 512), (512, 2048)]",97200,matmul_linear_1018,42.2861428,229762.53548763026
matmul,linear,"[(1408, 512), (512, 2048)]",106920,matmul_linear_1019,45.9424285,232626.05191081707
matmul,linear,"[(1536, 512), (512, 2048)]",116640,matmul_linear_1020,49.7049732,234564.64719872337
matmul,linear,"[(1664, 512), (512, 2048)]",126360,matmul_linear_1021,53.3553036,236727.4407120045
matmul,linear,"[(1792, 512), (512, 2048)]",136080,matmul_linear_1022,56.4767145,240848.86043698594
matmul,linear,"[(1920, 512), (512, 2048)]",145800,matmul_linear_1023,58.3240356,249882.7018142757
matmul,linear,"[(2048, 512), (512, 2048)]",155520,matmul_linear_1024,58.1452678,267368.0260050329
matmul,linear,"[(128, 640), (640, 128)]",2550,matmul_linear_1025,2.6522767999999997,96043.8112341819
matmul,linear,"[(256, 640), (640, 128)]",3190,matmul_linear_1026,2.8487499,111878.94206156884
matmul,linear,"[(384, 640), (640, 128)]",3830,matmul_linear_1027,3.2233125,118721.86415372384
matmul,linear,"[(512, 640), (640, 128)]",4470,matmul_linear_1028,3.5464104999999995,125942.93834568787
matmul,linear,"[(640, 640), (640, 128)]",5110,matmul_linear_1029,3.9911338,127933.79330454918
matmul,linear,"[(768, 640), (640, 128)]",5750,matmul_linear_1030,4.3817322,131126.64137256035
matmul,linear,"[(896, 640), (640, 128)]",6390,matmul_linear_1031,4.8883035999999995,130620.1950386224
matmul,linear,"[(1024, 640), (640, 128)]",7030,matmul_linear_1032,5.2898483999999995,132796.05804204146
matmul,linear,"[(1152, 640), (640, 128)]",7670,matmul_linear_1033,5.6941162,134600.4474548658
matmul,linear,"[(1280, 640), (640, 128)]",8310,matmul_linear_1034,6.6390180999999995,125069.11198058038
matmul,linear,"[(1408, 640), (640, 128)]",8950,matmul_linear_1035,7.060598200000001,126659.79777464179
matmul,linear,"[(1536, 640), (640, 128)]",9590,matmul_linear_1036,7.427580400000001,129013.3785640341
matmul,linear,"[(1664, 640), (640, 128)]",10230,matmul_linear_1037,7.822856999999999,130670.63788843388
matmul,linear,"[(1792, 640), (640, 128)]",10870,matmul_linear_1038,8.2382587,131845.3587928721
matmul,linear,"[(1920, 640), (640, 128)]",11510,matmul_linear_1039,8.650875000000001,132950.12498735674
matmul,linear,"[(2048, 640), (640, 128)]",12150,matmul_linear_1040,9.0528211,134112.30648200924
matmul,linear,"[(128, 640), (640, 256)]",3190,matmul_linear_1041,2.4161607999999997,131927.63657120836
matmul,linear,"[(256, 640), (640, 256)]",6380,matmul_linear_1042,3.5818663,178019.4345528754
matmul,linear,"[(384, 640), (640, 256)]",7660,matmul_linear_1043,4.3462856,176142.44481310665
matmul,linear,"[(512, 640), (640, 256)]",8940,matmul_linear_1044,5.2194196,171183.4124315278
matmul,linear,"[(640, 640), (640, 256)]",10220,matmul_linear_1045,6.577571399999999,155276.4965592012
matmul,linear,"[(768, 640), (640, 256)]",11500,matmul_linear_1046,7.3810089,155705.25854670085
matmul,linear,"[(896, 640), (640, 256)]",12780,matmul_linear_1047,8.1853123,156033.32187704067
matmul,linear,"[(1024, 640), (640, 256)]",14060,matmul_linear_1048,9.001553699999999,156095.2577142322
matmul,linear,"[(1152, 640), (640, 256)]",15340,matmul_linear_1049,9.839991,155794.45152947804
matmul,linear,"[(1280, 640), (640, 256)]",16620,matmul_linear_1050,10.6640269,155751.06973051614
matmul,linear,"[(1408, 640), (640, 256)]",17900,matmul_linear_1051,11.4521518,156202.5037792461
matmul,linear,"[(1536, 640), (640, 256)]",19180,matmul_linear_1052,12.265723400000002,156270.72005064125
matmul,linear,"[(1664, 640), (640, 256)]",20460,matmul_linear_1053,13.0906962,156194.20840123078
matmul,linear,"[(1792, 640), (640, 256)]",21740,matmul_linear_1054,13.889437399999997,156421.81851512578
matmul,linear,"[(1920, 640), (640, 256)]",23020,matmul_linear_1055,15.158142899999998,151765.56923143932
matmul,linear,"[(2048, 640), (640, 256)]",24300,matmul_linear_1056,16.1195714,150648.424986039
matmul,linear,"[(128, 640), (640, 384)]",3830,matmul_linear_1057,3.0777052,124343.36774035408
matmul,linear,"[(256, 640), (640, 384)]",7660,matmul_linear_1058,4.0512766000000004,188976.2037822843
matmul,linear,"[(384, 640), (640, 384)]",11490,matmul_linear_1059,5.765294599999999,199195.97353099706
matmul,linear,"[(512, 640), (640, 384)]",13410,matmul_linear_1060,7.9586963,168394.93302062553
matmul,linear,"[(640, 640), (640, 384)]",15330,matmul_linear_1061,8.6586964,176947.4363785292
matmul,linear,"[(768, 640), (640, 384)]",17250,matmul_linear_1062,9.330437299999998,184778.7944805117
matmul,linear,"[(896, 640), (640, 384)]",19170,matmul_linear_1063,9.9619912,192331.4086926718
matmul,linear,"[(1024, 640), (640, 384)]",21090,matmul_linear_1064,10.5148482,200473.5089927404
matmul,linear,"[(1152, 640), (640, 384)]",23010,matmul_linear_1065,11.200116099999999,205344.29892115135
matmul,linear,"[(1280, 640), (640, 384)]",24930,matmul_linear_1066,11.8548752,210193.23024842978
matmul,linear,"[(1408, 640), (640, 384)]",26850,matmul_linear_1067,12.496277000000001,214763.99509229828
matmul,linear,"[(1536, 640), (640, 384)]",28770,matmul_linear_1068,14.779866100000001,194556.70260706893
matmul,linear,"[(1664, 640), (640, 384)]",30690,matmul_linear_1069,15.458143100000001,198436.13594766113
matmul,linear,"[(1792, 640), (640, 384)]",32610,matmul_linear_1070,16.096169800000002,202494.7812752323
matmul,linear,"[(1920, 640), (640, 384)]",34530,matmul_linear_1071,16.582401700000002,208132.80381634945
matmul,linear,"[(2048, 640), (640, 384)]",36450,matmul_linear_1072,17.214696500000002,211637.68587787764
